"","text","label"
"927","OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.","ham"
"928","Ok no prob... I'll come after lunch then...","ham"
"929","WELL DONE! Your 4* Costa Del Sol Holiday or ù5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costù1.50/pm, Max10mins","spam"
"930","Hope you?re not having too much fun without me!! see u tomorrow love jess x","ham"
"931","Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.","ham"
"932","I luv u soo much u don?t understand how special u r 2 me ring u 2morrow luv u xxx","ham"
"933","YOU VE WON! Your 4* Costa Del Sol Holiday or ù5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costù1.50/pm, Max10mins","spam"
"934","Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.","ham"
"935","Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.","ham"
"936","Same to u...","ham"
"937","I thk 50 shd be ok he said plus minus 10.. Did Å leave a line in between paragraphs?","ham"
"938","You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a ù500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+","spam"
"939","So u wan 2 come for our dinner tonight a not?","ham"
"940","I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?","ham"
"941","Would you like to see my XXX pics they are so hot they were nearly banned in the uk!","spam"
"942","So wat's da decision?","ham"
"943","oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight","ham"
"944","Yup song bro. No creative. Neva test quality. He said check review online.","ham"
"945","I'm wif him now buying tix lar...","ham"
"946","CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES","ham"
"947","Where r we meeting?","ham"
"948","No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.","ham"
"949","Did u receive my msg?","ham"
"950","Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!","ham"
"951","U so lousy, run already come back then half dead... Hee...","ham"
"952","Sorry about that this is my mates phone and i didnt write it love Kate","ham"
"953","Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030","spam"
"954","Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(","ham"
"955","So gd got free ice cream... I oso wan...","ham"
"956","SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL","spam"
"957","Can i meet Å at 5.. As 4 where depends on where Å wan 2 in lor..","ham"
"958","You have an important customer service announcement from PREMIER.","spam"
"959","ö still attending da talks?","ham"
"960","Then u go back urself lor...","ham"
"961","ö predict wat time Å'll finish buying?","ham"
"962","New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693","spam"
"963","Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...","ham"
"964","In e msg jus now. U said thanks for gift.","ham"
"965","We're done...","ham"
"966","Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night","ham"
"967","All e best 4 ur exam later.","ham"
"968","E admin building there? I might b slightly earlier... I'll call u when i'm reaching...","ham"
"969","Y so late but i need to go n get da laptop...","ham"
"970","I HAVE A DATE ON SUNDAY WITH WILL!!","ham"
"971","Yup next stop.","ham"
"972","No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x","ham"
"973","Ur HMV Quiz cash-balance is currently ù500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg","spam"
"974","Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic","spam"
"975","Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.","ham"
"976","Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)","ham"
"977","If e timing can, then i go w u lor...","ham"
"978","Okie... Thanx...","ham"
"979","I thk 530 lor. But dunno can get tickets a not. Wat u doing now?","ham"
"980","Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Å cut ur hair.","ham"
"981","You can donate ù2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ù2.50 will be added to your next bill","spam"
"982","I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...","ham"
"983","Hey they r not watching movie tonight so i'll prob b home early...","ham"
"984","Tmr timin still da same wat cos i got lesson until 6...","ham"
"985","HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX","ham"
"986","Shuhui say change 2 suntec steamboat? U noe where? Where r u now?","ham"
"987","Wat Å doing now?","ham"
"988","U haven?t lost me ill always b here 4u.i didn?t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&that?s what itried2tell urmom.i careabout u","ham"
"989","Yup but it's not giving me problems now so mayb i'll jus leave it...","ham"
"990","Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...","ham"
"991","BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & I?LLSPEAK 2U SOONLOTS OF LOVEME XXXX.","ham"
"992","Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch","spam"
"993","Congratulations! Thanks to a good friend U have WON the ù2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate","spam"
"994","Nvm take ur time.","ham"
"995","We r outside already.","ham"
"996","Ok lor.","ham"
"997","I'm home...","ham"
"998","Gd luck 4 ur exams :-)","ham"
"999","Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...","ham"
"1000","As usual u can call me ard 10 smth.","ham"
"1001","ö dun need to pick ur gf?","ham"
"1002","Please CALL 08712402779 immediately as there is an urgent message waiting for you","spam"
"1003","Ard 530 like dat lor. We juz meet in mrt station then Å dun haf to come out.","ham"
"1004","Ay wana meet on sat?Å wkg on sat?","ham"
"1005","WIN URGENT! Your mobile number has been awarded with a ù2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm","spam"
"1006","ö v ma fan...","ham"
"1007","Meet after lunch la...","ham"
"1008","U still painting ur wall?","ham"
"1009","I'm stuck in da middle of da row on da right hand side of da lt...","ham"
"1010","PICK UR FONE UP NOW U DUMB?","ham"
"1011","Ill be at yours in about 3 mins but look out for me","ham"
"1012","Ok...","ham"
"1013","WINNER! As a valued network customer you hvae been selected to receive a ù900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM","spam"
"1014","Then we wait 4 u lor... No need 2 feel bad lar...","ham"
"1015","You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pù3.99","spam"
"1016","Ok lor...","ham"
"1017","Can a not?","ham"
"1018","Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?","ham"
"1019","Is ur lecture over?","ham"
"1020","Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p","spam"
"1021","Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...","ham"
"1022","Dunno lei... I might b eatin wif my frens... If Å wan to eat then i wait 4 Å lar","ham"
"1023","Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674","spam"
"1024","Ok.","ham"
"1025","This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate","spam"
"1026","I can. But it will tell quite long, cos i haven't finish my film yet...","ham"
"1027","I'm coming home 4 dinner.","ham"
"1028","Aiyo a bit pai seh Å noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...","ham"
"1029","cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x","ham"
"1030","No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info","spam"
"1031","OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx","ham"
"1032","HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","spam"
"1033","+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON ù1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxù7. 50","spam"
"1034","Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?","ham"
"1035","If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","spam"
"1036","Hmm thinking lor...","ham"
"1037","Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","spam"
"1038","Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...","ham"
"1039","Aiyo please Å got time meh.","ham"
"1040","URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm","spam"
"1041","Haiyoh... Maybe your hamster was jealous of million","ham"
"1042","U can WIN ù100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","spam"
"1043","I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.","ham"
"1044","I'm on da bus going home...","ham"
"1045","Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ù1000 cash or ù5000 prize!","spam"
"1046","Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x","ham"
"1047","Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)","ham"
"1048","U still havent got urself a jacket ah?","ham"
"1049","Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX","spam"
"1050","CHA QUITEAMUZING THAT?SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE","ham"
"1051","Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or ù10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+","spam"
"1052","Ok...","ham"
"1053","Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA","spam"
"1054","Yup i shd haf ard 10 pages if i add figures... ö all got how many pages?","ham"
"1055","wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp ù1.50/msg.","spam"
"1056","Hey are we going for the lo lesson or gym?","ham"
"1057","I called but no one pick up e phone. I ask both of them already they said ok.","ham"
"1058","I'm done. C Å there.","ham"
"1059","Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16","spam"
"1060","Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive ù5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....","spam"
"1061","Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748","ham"
"1062","Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.","ham"
"1063","But we havent got da topic yet rite?","ham"
"1064","What are youdoing later? Sar xxx","ham"
"1065","Where wuld I be without my baby? The thought alone mite break me and I don?t wanna go crazy but everyboy needs his lady xxxxxxxx","ham"
"1066","Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx","ham"
"1067","Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...","ham"
"1068","YOU ARE CHOSEN TO RECEIVE A ù350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.","spam"
"1069","Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","spam"
"1070","22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222","spam"
"1071","YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.","spam"
"1072","TaKe CaRE n gET WeLL sOOn","ham"
"1073","Long beach lor. Expected... U having dinner now?","ham"
"1074","Kay... Since we are out already","ham"
"1075","URGENT! We are trying to contact U. Todays draw shows that you have won a ù2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only","spam"
"1076","Me n him so funny...","ham"
"1077","Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...","ham"
"1078","No objection. My bf not coming.","ham"
"1079","Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...","ham"
"1080","Ding me on ya break fassyole! Blacko from londn","ham"
"1081","Ok...","ham"
"1082","I can?t wait for cornwall. Hope tonight isn?t too bad as well but it?s rock night shite. Anyway i?m going for a kip now have a good night. Speak to you soon.","ham"
"1083","You stayin out of trouble stranger!!saw Dave the other day he?s sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!","ham"
"1084","Congratulations YOU'VE Won. You're a Winner in our August ù1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.","spam"
"1085","Ok i've sent u da latest version of da project.","ham"
"1086","You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7","spam"
"1087","Ok thanx... Take care then...","ham"
"1088","Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18","spam"
"1089","Hey... Very inconvenient for your sis a not huh?","ham"
"1090","U can call me now...","ham"
"1091","Yup Å not comin :-(","ham"
"1092","CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+","spam"
"1093","Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...","ham"
"1094","Yar lor actually we quite fast... Cos da ge slow wat... Haha...","ham"
"1095","I dunno lei... Like dun haf...","ham"
"1096","Hi Petey!noi?m ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x","ham"
"1097","Wat r u doing now?","ham"
"1098","SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ?MORROW. C U THIS WK? WHO WAS THE MSG 4? ? RANDOM!","ham"
"1099","U dun say so early hor... U c already then say...","ham"
"1100","I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie","ham"
"1101","Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.","spam"
"1102","Shant disturb u anymore... Jia you...","ham"
"1103","Hi this is yijue, can i meet u at 11 tmr?","ham"
"1104","U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?","ham"
"1105","Can Å send me a copy of da report?","ham"
"1106","IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!","spam"
"1107","Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee","ham"
"1108","It's ok i wun b angry. Msg u aft i come home tonight.","ham"
"1109","Neva mind it's ok..","ham"
"1110","network operator. The service is free. For T & C's visit 80488.biz","spam"
"1111","Hey... are you going to quit soon? Xuhui and i working till end of the month","ham"
"1112","Ok. C u then.","ham"
"1113","Y Å wan to go there? C doctor?","ham"
"1114","FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT","ham"
"1115","Haf u found him? I feel so stupid da v cam was working.","ham"
"1116","Okie","ham"
"1117","I ask if u meeting da ge tmr nite...","ham"
"1118","No my mum went 2 dentist.","ham"
"1119","Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic","ham"
"1120","Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?","ham"
"1121","Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)","ham"
"1122","Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you","spam"
"1123","Shb b ok lor... Thanx...","ham"
"1124","Ok... Take ur time n enjoy ur dinner...","ham"
"1125","Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text","spam"
"1126","URGENT! Your mobile No *********** WON a ù2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","spam"
"1127","You are a winner you have been specially selected to receive ù1000 cash or a ù2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p","spam"
"1128","Hey r Å still online? I've finished the formatting...","ham"
"1129","Dad went out oredi...","ham"
"1130","Xy trying smth now. U eat already? We havent...","ham"
"1131","Or i go home first lar Å wait 4 me lor.. I put down my stuff first..","ham"
"1132","Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply","spam"
"1133","Hey i've booked the 2 lessons on sun liao...","ham"
"1134","Jus came back fr lunch wif my sis only. U leh?","ham"
"1135","Never y lei... I v lazy... Got wat? Dat day Å send me da url cant work one...","ham"
"1136","Have you had a good day? Mine was really busy are you up to much tomorrow night?","ham"
"1137","I fetch yun or u fetch?","ham"
"1138","Anything lor... U decide...","ham"
"1139","Wah lucky man... Then can save money... Hee...","ham"
"1140","HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx","ham"
"1141","That's y u haf 2 keep me busy...","ham"
"1142","ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx","ham"
"1143","CDs 4u: Congratulations ur awarded ù500 of CD gift vouchers or ù125 gift guaranteed & Freeentry 2 ù100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16","spam"
"1144","Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow","spam"
"1145","Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.","ham"
"1146","Crazy ar he's married. ö like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.","ham"
"1147","Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...","ham"
"1148","Aiyah u did ok already lar. E nydc at wheellock?","ham"
"1149","Ok... Ur typical reply...","ham"
"1150","That day Å say Å cut ur hair at paragon, is it called hair sense? Do Å noe how much is a hair cut?","ham"
"1151","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","spam"
"1152","Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...","ham"
"1153","Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...","ham"
"1154","Dunno da next show aft 6 is 850. Toa payoh got 650.","ham"
"1155","HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX","ham"
"1156","Yup no more already... Thanx 4 printing n handing it up.","ham"
"1157","Change again... It's e one next to escalator...","ham"
"1158","Ok thanx...","ham"
"1159","Wot u up 2 u weirdo?","ham"
"1160","Then wat r u doing now? Busy wif work?","ham"
"1161","Horrible gal. Me in sch doing some stuff. How come u got mc?","ham"
"1162","OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX","ham"
"1163","Todays Voda numbers ending 1225 are selected to receive a ù50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app","spam"
"1164","I wake up long ago already... Dunno, what other thing?","ham"
"1165","Ok","ham"
"1166","Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app","spam"
"1167","It's ok lar. U sleep early too... Nite...","ham"
"1168","Wat time liao, where still got.","ham"
"1169","645","ham"
"1170","Play w computer? Aiyah i tok 2 u lor?","ham"
"1171","I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?","ham"
"1172","I'm not coming home 4 dinner.","ham"
"1173","UR awarded a City Break and could WIN a ù200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+ù1.50perWKsub","spam"
"1174","U attend ur driving lesson how many times a wk n which day?","ham"
"1175","Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...","ham"
"1176","tells u 2 call 09066358152 to claim ù5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!","spam"
"1177","Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...","ham"
"1178","Huh so fast... Dat means u havent finished painting?","ham"
"1179","Yup...","ham"
"1180","THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C","ham"
"1181","CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO","ham"
"1182","Are you unique enough? Find out from 30th August. www.areyouunique.co.uk","spam"
"1183","Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm","spam"
"1184","Now got tv 2 watch meh? U no work today?","ham"
"1185","Do u noe wat time e place dat sells 4d closes?","ham"
"1186","When did i use soc... I use it only at home... ö dunno how 2 type it in word ar...","ham"
"1187","Anything lor but toa payoh got place 2 walk meh...","ham"
"1188","Thanx 4 sending me home...","ham"
"1189","Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp ù1.50/msg","spam"
"1190","Hey we can go jazz power yoga hip hop kb and yogasana","ham"
"1191","Ok..","ham"
"1192","lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468","spam"
"1193","We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that","ham"
"1194","OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?","ham"
"1195","Oic... I saw him too but i tot he din c me... I found a group liao...","ham"
"1196","Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.","ham"
"1197","Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldn?t make ur b?day 2 hun!","ham"
"1198","Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p","spam"
"1199","URGENT! We are trying to contact you. Last weekends draw shows that you have won a ù900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only","spam"
"1200","Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or ù10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+","spam"
"1201","Jus finish blowing my hair. U finish dinner already?","ham"
"1202","Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","spam"
"1203","Wat's da model num of ur phone?","ham"
"1204","Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer...","ham"
"1205","Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx","spam"
"1206","ö thk of wat to eat tonight.","ham"
"1207","URGENT! Your Mobile No. was awarded ù2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM","spam"
"1208","URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU","spam"
"1209","Jos ask if u wana meet up?","ham"
"1210","Yar... I tot u knew dis would happen long ago already.","ham"
"1211","Shall i get my pouch?","ham"
"1212","ELLO BABE U OK?","ham"
"1213","IM GONNA MISS U SO MUCH","ham"
"1214","Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...","ham"
"1215","You are a winner U have been specially selected 2 receive ù1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810","spam"
"1216","HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX","ham"
"1217","Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX","spam"
"1218","How come guoyang go n tell her? Then u told her?","ham"
"1219","I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..","ham"
"1220","URGENT! We are trying to contact U. Todays draw shows that you have won a ù800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only","spam"
"1221","Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.","ham"
"1222","Ok. I only ask abt e movie. U wan ktv oso?","ham"
"1223","Ard 530 lor. I ok then message Å lor.","ham"
"1224","You have 1 new voicemail. Please call 08719181513.","spam"
"1225","important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!","spam"
"1226","Yup... From what i remb... I think should be can book...","ham"
